design,folder,part_a_source,part_b_source,printer,file_type,file_name,sku,theme,print_time_h,objects_pre_merge,color_changes,model_material_g,total_material_g,colors_used,per_color_g,time_add_per_wig_min,filament_per_unit_g,time_per_gram_min,waste_per_unit_g,throughput_wig_day,plate_utilization_pct,object_area_mm2,available_area_mm2,bed_area_mm2,exclusion_area_mm2,calibration_area_mm2,calibration_estimated,prime_tower_bbox,prime_tower_area_mm2,objects_on_plate,total_layers,print_height_mm,effective_layer_height_mm,variable_layer_height,layer_height_min_mm,layer_height_max_mm,layer_height_mean_mm,travel_distance_mm,travel_moves,travel_ratio_pct,retractions,z_hops,layers_gcode,total_extruded_filament_mm,feature_mix_pct,feature_filament_mm,prime_tower_filament_mm,support_filament_mm,outer_wall_loops,tool_changes_gcode,outer_loops_per_layer,layer_time_min_mean,layer_time_min_max,object_count_gcode,object_filament_mm_mean,object_filament_mm_min,object_filament_mm_max,color_changes_per_layer
X1C_BlueTang_Common_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_BlueTang_Common_Ocean,X1C_BlueTang_Common_Ocean_Data.tsv,X1C_BlueTang_Common_Ocean_Full.gcode.3mf,X1C,Standard,BlueTang_Common_Ocean,,Ocean,36.55,117,175,396.14,484.83,4,"[{""grams"": 28.92, ""color"": ""Esun Cold White""}, {""grams"": 89.58, ""color"": ""Esun Black""}, {""grams"": 290.72, ""color"": ""Esun Light Blue""}, {""grams"": 75.61, ""color"": ""Esun Yellow""}]",15.75,3.39,5.54,0.76,76.8,71.0,43602.5,61420.0,65536.0,504.0,3192.0,False,"[35.02, 15.65, 65.02, 29.65]",420.0,59,99,18.16,0.183,True,0.096,0.2,0.178,3054828.1,1811227,42.3,1510942,232563,99,322093.7,"{""outer_wall"": 47.1, ""infill"": 24.5, ""inner_wall"": 18.4, ""prime_tower"": 9.7, ""bridge"": 0.2, ""overhang"": 0.1, ""other"": 0.0}","{""other"": 141.6, ""inner_wall"": 59199.0, ""outer_wall"": 151839.7, ""infill"": 79036.9, ""prime_tower"": 31141.0, ""overhang"": 207.2, ""bridge"": 528.1}",31141.0,0.0,124115,178,1253.7,22.29,72.0,59,4931.0,2473.7,5006.2,1.77
X1C_BlueTang_RARE_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_BlueTang_RARE_Ocean,X1C_BlueTang_RARE_Ocean_Data.tsv,X1C_BlueTang_RARE_Ocean_Full.gcode.3mf,X1C,Standard,BlueTang_RARE_Ocean,,RARE Ocean,51.93,115,175,396.95,484.81,4,"[{""grams"": 27.53, ""color"": ""Esun Cold White""}, {""grams"": 87.47, ""color"": ""Esun Black""}, {""grams"": 298.06, ""color"": ""Sunlu Silk (White)""}, {""grams"": 71.75, ""color"": ""Esun Light Blue""}]",23.89,3.45,7.85,0.76,53.1,70.1,42814.0,61060.0,65536.0,504.0,3192.0,False,"[30.05, 15.0, 60.05, 41.0]",780.0,58,99,18.16,0.183,True,0.096,0.2,0.178,2987232.3,1750533,41.5,1442682,222929,99,314282.0,"{""outer_wall"": 45.4, ""infill"": 26.0, ""inner_wall"": 18.6, ""prime_tower"": 9.8, ""bridge"": 0.2, ""other"": 0.0, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 58400.6, ""outer_wall"": 142685.9, ""infill"": 81678.4, ""prime_tower"": 30700.6, ""overhang"": 17.4, ""bridge"": 657.6}",30700.6,0.0,120525,178,1217.4,31.69,62.0,58,4888.9,2462.7,4951.7,1.77
X1C_BlueWhale_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_BlueWhale_Ocean,X1C_BlueWhale_Ocean_Data.tsv,X1C_BlueWhale_Ocean_full.gcode.3mf,X1C,Standard,BlueWhale_Ocean,,Ocean,23.12,88,94,300.05,351.33,3,"[{""grams"": 93.49, ""color"": ""Esun Cold White""}, {""grams"": 5.6, ""color"": ""Esun Black""}, {""grams"": 252.24, ""color"": ""Esun Light Blue""}]",13.55,3.41,4.62,0.58,91.4,68.6,42196.0,61517.5,65536.0,504.0,3192.0,False,"[40.79, 15.0, 55.79, 36.5]",322.5,45,93,15.75,0.169,True,0.08,0.2,0.162,1918726.0,869662,38.0,711267,123753,93,192207.7,"{""outer_wall"": 37.4, ""infill"": 30.2, ""inner_wall"": 22.2, ""prime_tower"": 9.3, ""bridge"": 0.9, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 42647.8, ""outer_wall"": 71792.7, ""infill"": 58018.6, ""prime_tower"": 17918.1, ""bridge"": 1671.7, ""overhang"": 17.0}",17918.1,0.0,53570,97,576.0,14.99,55.0,45,3871.0,1981.4,3964.7,1.01
X1C_Catfish_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Catfish_Ocean,X1C_Catfish_Ocean_Data.tsv,X1C_Catfish_Ocean_Full.gcode.3mf,X1C,Standard,Catfish_Ocean,,Ocean,26.95,98,136,318.38,372.17,4,"[{""grams"": 276.48, ""color"": ""Sunlu Mint Green""}, {""grams"": 67.71, ""color"": ""Esun Blue""}, {""grams"": 17.61, ""color"": ""Esun Cold White""}, {""grams"": 10.37, ""color"": ""Esun Black""}]",13.95,3.25,5.08,0.55,87.3,70.0,43108.0,61602.5,65536.0,504.0,3192.0,False,"[28.52, 15.0, 53.52, 24.5]",237.5,50,92,16.74,0.182,True,0.108,0.2,0.149,2251163.8,981093,40.9,777309,146360,92,215135.2,"{""outer_wall"": 40.2, ""infill"": 29.8, ""inner_wall"": 20.5, ""prime_tower"": 8.8, ""bridge"": 0.6, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 44054.0, ""outer_wall"": 86555.3, ""infill"": 64017.0, ""prime_tower"": 18972.8, ""bridge"": 1184.5, ""overhang"": 209.9}",18972.8,0.0,73242,139,796.1,17.68,65.0,50,3922.3,1984.1,4026.6,1.48
X1C_ClownFish_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_ClownFish_Ocean,X1C_ClownFish_Ocean_Data.tsv,X1C_ClownFish_Ocean_Full.gcode.3mf,X1C,Standard,ClownFish_Ocean,,Ocean,35.78,122,187,374.86,482.34,4,"[{""grams"": 101.03, ""color"": ""Esun Cold White""}, {""grams"": 51.63, ""color"": ""Esun Black""}, {""grams"": 314.35, ""color"": ""Esun Orange""}, {""grams"": 15.33, ""color"": ""Esun Light Blue""}]",14.4,3.07,5.73,0.88,81.8,77.3,47277.2,61195.0,65536.0,504.0,3192.0,False,"[31.27, 15.0, 61.27, 36.5]",645.0,62,100,18.76,0.188,True,0.127,0.2,0.17,3553290.5,1364411,48.4,1068474,208124,100,299390.3,"{""outer_wall"": 44.1, ""inner_wall"": 23.3, ""infill"": 19.5, ""prime_tower"": 12.5, ""bridge"": 0.5, ""overhang"": 0.1, ""other"": 0.0}","{""other"": 141.6, ""inner_wall"": 69614.9, ""outer_wall"": 132084.4, ""infill"": 58422.4, ""prime_tower"": 37489.8, ""bridge"": 1379.1, ""overhang"": 258.1}",37489.8,0.0,117178,190,1171.8,21.6,69.0,62,4223.9,2175.7,4373.3,1.87
X1C_Dolphin_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Dolphin_Ocean,X1C_Dolphin_Ocean_Data.tsv,X1C_Dolphin_Ocean_Full.gcode.3mf,X1C,Standard,Dolphin_Ocean,,Ocean,25.37,88,78,318.67,354.98,4,"[{""grams"": 58.13, ""color"": ""Esun Warm White""}, {""grams"": 8.7, ""color"": ""Esun Black""}, {""grams"": 269.41, ""color"": ""Esun Light Blue""}, {""grams"": 18.74, ""color"": ""Esun Cold White""}]",15.51,3.62,4.78,0.41,83.3,71.2,43593.2,61240.0,65536.0,504.0,3192.0,False,"[53.99, 15.01, 83.99, 35.01]",600.0,45,89,16.62,0.187,True,0.095,0.215,0.181,2070305.0,1140401,38.9,933258,161263,89,224776.6,"{""outer_wall"": 38.5, ""infill"": 29.4, ""inner_wall"": 24.8, ""prime_tower"": 5.7, ""bridge"": 1.5, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 55670.3, ""outer_wall"": 86603.9, ""infill"": 66047.9, ""prime_tower"": 12761.1, ""overhang"": 112.3, ""bridge"": 3439.5}",12761.1,0.0,72108,81,810.2,17.2,57.0,45,4709.2,2420.2,4884.8,0.88
X1C_Eel_EPIC_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Eel_EPIC_Ocean,X1C_Eel_EPIC_Ocean_Data.tsv,X1C_Eel_EPIC_Ocean_Full.gcode.3mf,X1C,Standard,Eel_EPIC_Ocean,,RARE Ocean,33.45,97,92,307.36,357.25,4,"[{""grams"": 52.12, ""color"": ""Sunlu Silk (Blue)""}, {""grams"": 6.48, ""color"": ""Esun Black""}, {""grams"": 279.59, ""color"": ""Sunlu Silk (Light Gold)""}, {""grams"": 19.06, ""color"": ""Esun Cold White""}]",18.54,3.17,6.53,0.51,69.6,78.6,48357.8,61487.5,65536.0,504.0,3192.0,False,"[30.14, 15.0, 60.14, 26.75]",352.5,49,66,13.2,0.2,,,,,1847911.8,914577,37.9,741281,120220,66,196343.9,"{""outer_wall"": 37.4, ""infill"": 33.0, ""inner_wall"": 19.9, ""prime_tower"": 8.9, ""bridge"": 0.7, ""other"": 0.1, ""overhang"": 0.1}","{""other"": 141.6, ""inner_wall"": 39146.7, ""outer_wall"": 73417.1, ""infill"": 64703.0, ""prime_tower"": 17386.4, ""overhang"": 117.6, ""bridge"": 1431.6}",17386.4,0.0,56652,95,858.4,30.72,54.0,49,3650.4,1814.8,3737.1,1.39
X1C_Eel_Orange_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Eel_Orange_Ocean,X1C_Eel_Orange_Ocean_Data.tsv,X1C_Eel_Orange_Ocean_Full.gcode.3mf,X1C,Standard,Eel_Orange_Ocean,,Ocean,23.28,96,111,296.29,347.8,4,"[{""grams"": 168.27, ""color"": ""Esun Orange""}, {""grams"": 8.08, ""color"": ""Esun Black""}, {""grams"": 157.36, ""color"": ""Esun Yellow""}, {""grams"": 14.09, ""color"": ""Esun Cold White""}]",12.28,3.09,4.71,0.54,99.0,77.8,47839.5,61487.5,65536.0,504.0,3192.0,False,"[30.07, 14.28, 60.07, 26.03]",352.5,49,66,13.2,0.2,,,,,1982236.6,909490,40.6,745484,120835,66,193964.7,"{""outer_wall"": 38.2, ""infill"": 31.1, ""inner_wall"": 20.2, ""prime_tower"": 9.4, ""bridge"": 1.0, ""other"": 0.1, ""overhang"": 0.1}","{""other"": 141.6, ""inner_wall"": 39200.5, ""outer_wall"": 74071.2, ""infill"": 60329.3, ""prime_tower"": 18140.1, ""overhang"": 117.5, ""bridge"": 1964.5}",18140.1,0.0,56249,114,852.3,21.37,68.0,49,3586.7,1798.8,3682.5,1.68
X1C_Eel_Purple_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Eel_Purple_Ocean,X1C_Eel_Purple_Ocean_Data.tsv,X1C_Eel_Purple_Ocean_Full.gcode.3mf,X1C,Standard,Eel_Purple_Ocean,,Ocean,24.1,96,124,296.54,357.84,4,"[{""grams"": 180.27, ""color"": ""Esun Very Perri""}, {""grams"": 125.29, ""color"": ""Esun Black""}, {""grams"": 30.71, ""color"": ""Esun Yellow""}, {""grams"": 21.57, ""color"": ""Esun Cold White""}]",12.48,3.09,4.88,0.64,95.6,77.8,47839.2,61487.5,65536.0,504.0,3192.0,False,"[28.45, 14.5, 58.45, 26.25]",352.5,49,66,13.2,0.2,,,,,2149107.3,956891,42.5,789903,126914,66,202600.3,"{""outer_wall"": 38.4, ""infill"": 30.5, ""inner_wall"": 19.5, ""prime_tower"": 10.6, ""bridge"": 0.8, ""other"": 0.1, ""overhang"": 0.1}","{""other"": 141.6, ""inner_wall"": 39414.9, ""outer_wall"": 77897.3, ""infill"": 61810.0, ""prime_tower"": 21560.2, ""overhang"": 131.9, ""bridge"": 1644.4}",21560.2,0.0,60184,127,911.9,22.12,66.0,49,3693.3,1878.6,3813.9,1.88
X1C_Fishman_Common_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Fishman_Common_Ocean,X1C_Fishman_Common_Ocean_Data.tsv,X1C_Fishman_Common_Ocean_Full.gcode.3mf,X1C,Standard,Fishman_Common_Ocean,,Ocean,28.28,94,145,275.27,328.23,4,"[{""grams"": 17.96, ""color"": ""Esun Cold White""}, {""grams"": 7.07, ""color"": ""Esun Black""}, {""grams"": 234.13, ""color"": ""Esun Peak Green""}, {""grams"": 69.07, ""color"": ""Esun Pine Green""}]",15.24,2.93,6.16,0.56,79.8,75.5,46160.0,61150.0,65536.0,504.0,3192.0,False,"[38.26, 15.0, 68.26, 38.0]",690.0,48,91,13.2,0.145,True,0.08,0.2,0.125,2459447.4,1126163,44.1,919277,167865,91,221310.1,"{""outer_wall"": 45.5, ""infill"": 25.5, ""inner_wall"": 19.8, ""prime_tower"": 8.5, ""bridge"": 0.6, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 43844.9, ""outer_wall"": 100767.5, ""infill"": 56487.1, ""prime_tower"": 18773.9, ""overhang"": 22.7, ""bridge"": 1272.4}",18773.9,0.0,74913,148,823.2,18.77,58.0,48,4218.3,2144.1,4345.7,1.59
X1C_Fishman_RARE_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Fishman_RARE_Ocean,X1C_Fishman_RARE_Ocean_Data.tsv,X1C_Fishman_RARE_Ocean_Full.gcode.3mf,X1C,Standard,Fishman_RARE_Ocean,,RARE Ocean,39.45,94,139,281.55,329.3,4,"[{""grams"": 16.85, ""color"": ""Esun Cold White""}, {""grams"": 7.88, ""color"": ""Esun Black""}, {""grams"": 238.01, ""color"": ""Sunlu Silk (Bronze)""}, {""grams"": 66.56, ""color"": ""Esun Pine Green""}]",22.4,3.0,8.41,0.51,57.2,75.6,46205.8,61150.0,65536.0,504.0,3192.0,False,"[30.05, 15.0, 60.05, 38.0]",690.0,48,91,13.2,0.145,True,0.08,0.2,0.125,2870297.5,1193475,47.1,975754,159898,91,215583.0,"{""outer_wall"": 43.6, ""infill"": 27.2, ""inner_wall"": 20.6, ""prime_tower"": 7.9, ""bridge"": 0.7, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 44333.8, ""outer_wall"": 94010.7, ""infill"": 58594.3, ""prime_tower"": 16956.6, ""overhang"": 18.7, ""bridge"": 1527.3}",16956.6,0.0,74016,142,813.4,26.19,47.0,48,4136.8,2094.9,4249.6,1.53
X1C_GreatWhiteShark_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_GreatWhiteShark_Ocean,X1C_GreatWhiteShark_Ocean_Data.tsv,X1C_GreatWhiteShark_Ocean_Full.gcode.3mf,X1C,Standard,GreatWhiteShark_Ocean,,Ocean,27.97,94,137,328.71,393.29,4,"[{""grams"": 34.13, ""color"": ""Esun Cold White""}, {""grams"": 9.42, ""color"": ""Esun Black""}, {""grams"": 259.61, ""color"": ""Esun Gray""}, {""grams"": 90.13, ""color"": ""Esun Silver""}]",14.99,3.5,5.1,0.69,80.7,69.8,42885.8,61420.0,65536.0,504.0,3192.0,False,"[32.2, 15.0, 62.2, 29.0]",420.0,48,93,16.21,0.174,True,0.08,0.2,0.161,2517407.5,1122440,42.7,900774,153732,93,230815.8,"{""outer_wall"": 37.9, ""infill"": 31.6, ""inner_wall"": 19.9, ""prime_tower"": 9.8, ""bridge"": 0.7, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 45864.2, ""outer_wall"": 87380.3, ""infill"": 72997.7, ""prime_tower"": 22718.2, ""overhang"": 24.7, ""bridge"": 1689.3}",22718.2,0.0,67664,140,727.6,18.15,61.0,48,4334.4,2192.9,4471.9,1.47
X1C_Guppy_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Guppy_Ocean,X1C_Guppy_Ocean_Data.tsv,X1C_Guppy_Ocean_Full.gcode.3mf,X1C,Standard,Guppy_Ocean,,Ocean,27.18,110,149,332.55,397.91,4,"[{""grams"": 20.11, ""color"": ""Esun Cold White""}, {""grams"": 9.9, ""color"": ""Esun Black""}, {""grams"": 252.49, ""color"": ""Esun Orange""}, {""grams"": 115.41, ""color"": ""Esun Yellow""}]",12.24,3.02,4.9,0.59,97.1,69.5,42721.0,61487.5,65536.0,504.0,3192.0,False,"[29.79, 15.0, 59.79, 26.75]",352.5,56,94,17.49,0.186,True,0.12,0.222,0.175,2581899.8,991645,43.6,796151,131668,94,214903.3,"{""outer_wall"": 40.5, ""infill"": 29.1, ""inner_wall"": 19.2, ""prime_tower"": 10.7, ""bridge"": 0.3, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 41245.4, ""outer_wall"": 87128.8, ""infill"": 62636.1, ""prime_tower"": 23088.7, ""overhang"": 70.4, ""bridge"": 592.2}",23088.7,0.0,65455,152,696.3,17.45,60.0,56,3424.4,1720.2,3539.8,1.59
X1C_HammerheadShark_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_HammerheadShark_Ocean,X1C_HammerheadShark_Ocean_Data.tsv,X1C_HammerheadShark_Ocean_Full.gcode.3mf,X1C,Standard,HammerheadShark_Ocean,,Ocean,18.45,89,65,246.88,279.47,4,"[{""grams"": 9.99, ""color"": ""Esun Cold White""}, {""grams"": 3.84, ""color"": ""Esun Black""}, {""grams"": 253.72, ""color"": ""Esun Blue""}, {""grams"": 11.92, ""color"": ""Esun Peak Green""}]",10.92,2.77,4.48,0.37,115.8,67.7,41650.5,61487.5,65536.0,504.0,3192.0,False,"[30.78, 15.0, 60.78, 26.75]",352.5,45,69,13.17,0.191,True,0.131,0.2,0.182,1526937.6,757541,38.3,619874,93294,69,151034.9,"{""outer_wall"": 36.4, ""infill"": 36.2, ""inner_wall"": 19.2, ""prime_tower"": 7.6, ""bridge"": 0.6, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 29005.6, ""outer_wall"": 54923.0, ""infill"": 54669.9, ""prime_tower"": 11440.6, ""overhang"": 19.8, ""bridge"": 834.5}",11440.6,0.0,40436,68,586.0,16.16,69.0,45,3100.0,1564.3,3187.1,0.94
X1C_KissyFish_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_KissyFish_Ocean,X1C_KissyFish_Ocean_Data.tsv,X1C_KissyFish_Ocean_Full.gcode.3mf,X1C,Standard,KissyFish_Ocean,,Ocean,26.98,91,121,334.35,390.78,3,"[{""grams"": 8.33, ""color"": ""Esun Black""}, {""grams"": 289.64, ""color"": ""Esun Pink""}, {""grams"": 92.81, ""color"": ""Esun Magenta""}]",15.17,3.67,4.84,0.62,80.9,66.9,41118.8,61465.0,65536.0,504.0,3192.0,False,"[32.21, 15.0, 62.21, 27.5]",375.0,46,104,18.82,0.181,True,0.123,0.2,0.172,2354976.7,951781,40.5,742479,143549,104,218503.4,"{""outer_wall"": 37.3, ""infill"": 33.0, ""inner_wall"": 19.9, ""prime_tower"": 9.1, ""bridge"": 0.7, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 43452.2, ""outer_wall"": 81404.0, ""infill"": 72155.7, ""prime_tower"": 19857.7, ""overhang"": 25.3, ""bridge"": 1466.9}",19857.7,0.0,65800,124,632.7,15.64,58.0,46,4316.7,2168.0,4441.0,1.16
X1C_Lobster_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Lobster_Ocean,X1C_Lobster_Ocean_Data.tsv,X1C_Lobster_Ocean_Full.gcode.3mf,X1C,Standard,Lobster_Ocean,,Ocean,18.9,67,66,206.27,242.25,3,"[{""grams"": 23.04, ""color"": ""Esun Cold White""}, {""grams"": 10.04, ""color"": ""Esun Black""}, {""grams"": 209.17, ""color"": ""Esun Red""}]",14.8,3.08,5.5,0.54,85.1,67.7,41639.8,61547.5,65536.0,504.0,3192.0,False,"[30.74, 15.0, 75.74, 21.5]",292.5,34,73,12.68,0.174,True,0.142,0.2,0.167,1394937.5,852058,38.2,721089,114553,73,159718.9,"{""outer_wall"": 40.3, ""infill"": 26.3, ""inner_wall"": 24.4, ""prime_tower"": 7.9, ""bridge"": 0.8, ""overhang"": 0.3, ""other"": 0.1}","{""other"": 141.6, ""outer_wall"": 64379.6, ""inner_wall"": 38972.3, ""prime_tower"": 12544.0, ""infill"": 42009.0, ""overhang"": 422.0, ""bridge"": 1250.4}",12544.0,0.0,54822,69,751.0,15.64,66.0,34,4325.6,2198.7,4412.9,0.9
X1C_Manatee_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Manatee_Ocean,X1C_Manatee_Ocean_Data.tsv,X1C_Manatee_Ocean_Full.gcode.3mf,X1C,Standard,Manatee_Ocean,,Ocean,17.0,75,34,253.04,268.77,3,"[{""grams"": 2.43, ""color"": ""Esun Cold White""}, {""grams"": 7.52, ""color"": ""Esun Black""}, {""grams"": 258.82, ""color"": ""Esun Silver""}]",12.62,3.37,4.03,0.21,105.9,72.2,44490.5,61600.0,65536.0,504.0,3192.0,False,"[53.77, 14.9, 83.77, 22.9]",240.0,38,75,13.0,0.173,True,0.088,0.2,0.154,1400559.1,562915,35.6,438499,85427,75,138285.2,"{""outer_wall"": 40.2, ""infill"": 34.2, ""inner_wall"": 20.2, ""prime_tower"": 4.0, ""bridge"": 1.2, ""other"": 0.1, ""overhang"": 0.1}","{""other"": 141.6, ""prime_tower"": 5522.4, ""inner_wall"": 27951.6, ""outer_wall"": 55586.7, ""infill"": 47348.4, ""overhang"": 70.9, ""bridge"": 1663.7}",5522.4,0.0,44862,37,598.2,13.66,58.0,38,3490.5,1749.5,3601.1,0.45
X1C_MantaRay_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_MantaRay_Ocean,X1C_MantaRay_Ocean_Data.tsv,X1C_MantaRay_Ocean_Full.gcode.3mf,X1C,Standard,MantaRay_Ocean,,Ocean,13.73,58,66,169.57,206.61,4,"[{""grams"": 15.63, ""color"": ""Esun Cold White""}, {""grams"": 10.08, ""color"": ""Esun Black""}, {""grams"": 178.01, ""color"": ""Esun Peak Green""}, {""grams"": 2.89, ""color"": ""Esun Pink""}]",11.72,2.92,4.86,0.64,101.4,63.3,38914.5,61440.0,65536.0,504.0,3192.0,False,"[101.01, 15.13, 151.01, 23.13]",400.0,30,69,10.68,0.155,True,0.086,0.5,0.161,1240918.7,407553,39.8,313553,65314,69,107530.0,"{""outer_wall"": 37.6, ""infill"": 25.5, ""inner_wall"": 23.3, ""prime_tower"": 12.0, ""bridge"": 1.3, ""overhang"": 0.2, ""other"": 0.1}","{""other"": 141.6, ""prime_tower"": 12912.5, ""inner_wall"": 25055.9, ""outer_wall"": 40430.3, ""infill"": 27443.8, ""overhang"": 188.5, ""bridge"": 1357.4}",12912.5,0.0,33463,69,485.0,12.0,37.0,30,3150.4,1632.5,3284.8,0.96
X1C_Merbaby_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Merbaby_Ocean,X1C_Merbaby_Ocean_Data.tsv,X1C_Merbaby_Ocean_Full.gcode.3mf,X1C,Standard,Merbaby_Ocean,,Ocean,28.6,88,207,277.42,370.25,4,"[{""grams"": 45.77, ""color"": ""Esun Cold White""}, {""grams"": 72.21, ""color"": ""Esun Black""}, {""grams"": 131.68, ""color"": ""Esun Light Blue""}, {""grams"": 120.59, ""color"": ""Esun Brown""}]",14.97,3.15,6.19,1.05,73.8,79.3,48540.8,61190.0,65536.0,504.0,3192.0,False,"[30.75, 15.0, 70.75, 31.25]",650.0,45,81,12.44,0.154,True,0.094,0.2,0.155,2551403.5,1001369,45.0,820756,134796,81,216239.1,"{""outer_wall"": 35.0, ""infill"": 29.1, ""inner_wall"": 20.1, ""prime_tower"": 15.1, ""bridge"": 0.6, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 43459.2, ""outer_wall"": 75663.7, ""infill"": 62910.8, ""prime_tower"": 32620.0, ""overhang"": 236.4, ""bridge"": 1207.4}",32620.0,0.0,58810,210,726.0,21.35,78.0,45,4080.9,2048.5,4204.3,2.56
X1C_Merking_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Merking_Ocean,X1C_Merking_Ocean_Data.tsv,X1C_Merking_Ocean_Full.gcode.3mf,X1C,Standard,Merking_Ocean,,Ocean,31.57,73,169,264.35,352.44,4,"[{""grams"": 9.8, ""color"": ""Esun Cold White""}, {""grams"": 140.93, ""color"": ""Esun Beige""}, {""grams"": 119.56, ""color"": ""Esun Blue""}, {""grams"": 82.15, ""color"": ""Esun Yellow""}]",21.24,3.62,7.16,1.21,55.5,73.4,44845.5,61070.0,65536.0,504.0,3192.0,False,"[30.01, 15.0, 58.01, 42.5]",770.0,37,82,11.53,0.141,True,0.08,0.2,0.133,2642188.0,1380077,44.5,1158015,182571,82,251036.1,"{""outer_wall"": 41.6, ""inner_wall"": 26.9, ""infill"": 18.9, ""prime_tower"": 12.3, ""bridge"": 0.2, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 67584.3, ""outer_wall"": 104451.9, ""infill"": 47543.7, ""prime_tower"": 30774.8, ""overhang"": 89.9, ""bridge"": 449.9}",30774.8,0.0,88078,172,1074.1,23.27,69.0,37,5952.4,3020.2,6057.1,2.06
X1C_Merkitty_Green_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Merkitty_Green_Ocean,X1C_Merkitty_Green_Ocean_Data.tsv,X1C_Merkitty_Green_Ocean_Full.gcode.3mf,X1C,Standard,Merkitty_Green_Ocean,,Ocean,22.25,80,110,234.56,292.5,4,"[{""grams"": 13.0, ""color"": ""Esun Cold White""}, {""grams"": 9.07, ""color"": ""Esun Black""}, {""grams"": 147.0, ""color"": ""Esun Orange""}, {""grams"": 123.43, ""color"": ""Esun Peak Green""}]",13.84,2.93,5.69,0.72,86.3,78.4,47906.2,61097.5,65536.0,504.0,3192.0,False,"[29.75, 15.0, 56.75, 42.5]",742.5,41,73,10.82,0.148,True,0.08,0.2,0.143,1765698.8,860208,40.3,705426,110372,73,171391.7,"{""outer_wall"": 38.0, ""infill"": 28.8, ""inner_wall"": 20.7, ""prime_tower"": 11.8, ""bridge"": 0.5, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 35433.2, ""outer_wall"": 65185.9, ""infill"": 49428.6, ""prime_tower"": 20232.9, ""overhang"": 60.5, ""bridge"": 908.9}",20232.9,0.0,40145,113,549.9,18.43,67.0,41,3684.8,1886.2,3802.3,1.51
